2026-08-19 17:34:00,000 [INFO] Bat dau thu thap du lieu moi 30s cho target(s): google. Ghi vao 'network_quality_data1.csv'. Nhan Ctrl+C de dung.
2026-08-19 17:34:00,000 [INFO] Da ghi: {'timestamp': '2026-08-19T17:34:00+07:00', 'target_id': 'google', 'rtt_ms': 42.75, 'rtt_min_ms': 42.0, 'rtt_max_ms': 43.0, 'jitter_ms': 0.667, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 42.111, 'tcp_connect_ms': 62.885, 'tls_handshake_ms': 103.483, 'ttfb_ms': 176.325, 'http_latency_ms': 512.97, 'http_status_code': 200}
2026-08-30 07:05:30,000 [INFO] Da ghi: {'timestamp': '2026-08-30T07:05:30+07:00', 'target_id': 'google', 'rtt_ms': 45.274, 'rtt_min_ms': 43.228, 'rtt_max_ms': 46.791, 'jitter_ms': 1.397, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 37.495, 'tcp_connect_ms': 55.142, 'tls_handshake_ms': 80.752, 'ttfb_ms': 181.816, 'http_latency_ms': 476.792, 'http_status_code': 200}
2026-08-30 07:06:00,000 [INFO] Da ghi: {'timestamp': '2026-08-30T07:06:00+07:00', 'target_id': 'google', 'rtt_ms': 44.601, 'rtt_min_ms': 43.875, 'rtt_max_ms': 44.991, 'jitter_ms': 0.782, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 40.76, 'tcp_connect_ms': 62.877, 'tls_handshake_ms': 85.624, 'ttfb_ms': 174.306, 'http_latency_ms': 481.598, 'http_status_code': 200}
2026-08-30 07:06:30,000 [INFO] Da ghi: {'timestamp': '2026-08-30T07:06:30+07:00', 'target_id': 'google', 'rtt_ms': 44.698, 'rtt_min_ms': 43.765, 'rtt_max_ms': 45.628, 'jitter_ms': 0.621, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 43.631, 'tcp_connect_ms': 49.561, 'tls_handshake_ms': 95.588, 'ttfb_ms': 153.353, 'http_latency_ms': 452.872, 'http_status_code': 200}
2026-08-30 07:07:00,000 [INFO] Da ghi: {'timestamp': '2026-08-30T07:07:00+07:00', 'target_id': 'google', 'rtt_ms': 44.72, 'rtt_min_ms': 43.797, 'rtt_max_ms': 45.733, 'jitter_ms': 0.645, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 38.505, 'tcp_connect_ms': 53.093, 'tls_handshake_ms': 80.846, 'ttfb_ms': 140.824, 'http_latency_ms': 427.83, 'http_status_code': 200}
2026-08-30 07:07:30,000 [INFO] Da ghi: {'timestamp': '2026-08-30T07:07:30+07:00', 'target_id': 'google', 'rtt_ms': 44.27, 'rtt_min_ms': 43.395, 'rtt_max_ms': 44.908, 'jitter_ms': 0.849, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 41.13, 'tcp_connect_ms': 48.175, 'tls_handshake_ms': 91.113, 'ttfb_ms': 147.831, 'http_latency_ms': 460.33, 'http_status_code': 200}
2026-08-30 07:08:00,000 [INFO] Da ghi: {'timestamp': '2026-08-30T07:08:00+07:00', 'target_id': 'google', 'rtt_ms': 44.399, 'rtt_min_ms': 43.846, 'rtt_max_ms': 44.927, 'jitter_ms': 0.416, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 45.004, 'tcp_connect_ms': 62.884, 'tls_handshake_ms': 81.511, 'ttfb_ms': 137.822, 'http_latency_ms': 441.35, 'http_status_code': 200}
2026-08-30 07:08:30,000 [INFO] Da ghi: {'timestamp': '2026-08-30T07:08:30+07:00', 'target_id': 'google', 'rtt_ms': 44.663, 'rtt_min_ms': 43.137, 'rtt_max_ms': 47.016, 'jitter_ms': 2.301, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 39.978, 'tcp_connect_ms': 49.917, 'tls_handshake_ms': 95.694, 'ttfb_ms': 165.455, 'http_latency_ms': 476.319, 'http_status_code': 200}
2026-08-30 07:09:00,000 [INFO] Da ghi: {'timestamp': '2026-08-30T07:09:00+07:00', 'target_id': 'google', 'rtt_ms': 44.82, 'rtt_min_ms': 43.675, 'rtt_max_ms': 45.726, 'jitter_ms': 1.065, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 36.313, 'tcp_connect_ms': 56.764, 'tls_handshake_ms': 86.307, 'ttfb_ms': 166.161, 'http_latency_ms': 447.702, 'http_status_code': 200}
2026-08-30 07:09:30,000 [INFO] Da ghi: {'timestamp': '2026-08-30T07:09:30+07:00', 'target_id': 'google', 'rtt_ms': 44.513, 'rtt_min_ms': 43.951, 'rtt_max_ms': 45.084, 'jitter_ms': 0.378, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 38.791, 'tcp_connect_ms': 52.464, 'tls_handshake_ms': 84.303, 'ttfb_ms': 144.098, 'http_latency_ms': 455.43, 'http_status_code': 200}
2026-08-30 07:10:00,000 [INFO] Da ghi: {'timestamp': '2026-08-30T07:10:00+07:00', 'target_id': 'google', 'rtt_ms': 44.8, 'rtt_min_ms': 44.055, 'rtt_max_ms': 45.152, 'jitter_ms': 0.832, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 36.852, 'tcp_connect_ms': 44.877, 'tls_handshake_ms': 89.381, 'ttfb_ms': 154.398, 'http_latency_ms': 462.103, 'http_status_code': 200}
2026-08-30 07:10:30,000 [INFO] Da ghi: {'timestamp': '2026-08-30T07:10:30+07:00', 'target_id': 'google', 'rtt_ms': 43.836, 'rtt_min_ms': 41.946, 'rtt_max_ms': 45.753, 'jitter_ms': 2.454, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 45.763, 'tcp_connect_ms': 53.831, 'tls_handshake_ms': 94.709, 'ttfb_ms': 151.42, 'http_latency_ms': 495.867, 'http_status_code': 200}
2026-08-30 07:11:00,000 [INFO] Da ghi: {'timestamp': '2026-08-30T07:11:00+07:00', 'target_id': 'google', 'rtt_ms': 43.98, 'rtt_min_ms': 42.574, 'rtt_max_ms': 45.874, 'jitter_ms': 1.973, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 41.89, 'tcp_connect_ms': 60.3, 'tls_handshake_ms': 91.69, 'ttfb_ms': 124.688, 'http_latency_ms': 436.286, 'http_status_code': 200}
2026-08-30 07:11:30,000 [INFO] Da ghi: {'timestamp': '2026-08-30T07:11:30+07:00', 'target_id': 'google', 'rtt_ms': 44.645, 'rtt_min_ms': 43.39, 'rtt_max_ms': 45.631, 'jitter_ms': 1.091, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 48.77, 'tcp_connect_ms': 59.034, 'tls_handshake_ms': 90.009, 'ttfb_ms': 170.305, 'http_latency_ms': 484.373, 'http_status_code': 200}
2026-08-30 07:12:00,000 [INFO] Da ghi: {'timestamp': '2026-08-30T07:12:00+07:00', 'target_id': 'google', 'rtt_ms': 45.2, 'rtt_min_ms': 43.773, 'rtt_max_ms': 46.828, 'jitter_ms': 1.864, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 45.711, 'tcp_connect_ms': 60.583, 'tls_handshake_ms': 81.993, 'ttfb_ms': 156.256, 'http_latency_ms': 500.037, 'http_status_code': 200}
2026-08-30 07:12:30,000 [INFO] Da ghi: {'timestamp': '2026-08-30T07:12:30+07:00', 'target_id': 'google', 'rtt_ms': 45.445, 'rtt_min_ms': 44.665, 'rtt_max_ms': 45.895, 'jitter_ms': 0.598, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 31.999, 'tcp_connect_ms': 49.142, 'tls_handshake_ms': 108.008, 'ttfb_ms': 174.807, 'http_latency_ms': 510.95, 'http_status_code': 200}
2026-08-30 07:13:00,000 [INFO] Da ghi: {'timestamp': '2026-08-30T07:13:00+07:00', 'target_id': 'google', 'rtt_ms': 45.356, 'rtt_min_ms': 44.992, 'rtt_max_ms': 45.544, 'jitter_ms': 0.343, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 41.783, 'tcp_connect_ms': 59.752, 'tls_handshake_ms': 85.406, 'ttfb_ms': 148.369, 'http_latency_ms': 430.433, 'http_status_code': 200}
2026-08-30 07:13:30,000 [INFO] Da ghi: {'timestamp': '2026-08-30T07:13:30+07:00', 'target_id': 'google', 'rtt_ms': 44.523, 'rtt_min_ms': 43.117, 'rtt_max_ms': 45.182, 'jitter_ms': 1.335, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 41.484, 'tcp_connect_ms': 51.926, 'tls_handshake_ms': 90.389, 'ttfb_ms': 153.144, 'http_latency_ms': 444.802, 'http_status_code': 200}
2026-08-30 07:14:00,000 [INFO] Da ghi: {'timestamp': '2026-08-30T07:14:00+07:00', 'target_id': 'google', 'rtt_ms': 44.338, 'rtt_min_ms': 43.646, 'rtt_max_ms': 45.049, 'jitter_ms': 0.495, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 42.715, 'tcp_connect_ms': 57.165, 'tls_handshake_ms': 86.615, 'ttfb_ms': 152.074, 'http_latency_ms': 444.579, 'http_status_code': 200}
2026-08-30 07:14:30,000 [INFO] Da ghi: {'timestamp': '2026-08-30T07:14:30+07:00', 'target_id': 'google', 'rtt_ms': 45.187, 'rtt_min_ms': 44.693, 'rtt_max_ms': 46.016, 'jitter_ms': 0.778, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 44.866, 'tcp_connect_ms': 53.148, 'tls_handshake_ms': 84.978, 'ttfb_ms': 173.388, 'http_latency_ms': 484.948, 'http_status_code': 200}
2026-08-30 07:15:00,000 [INFO] Da ghi: {'timestamp': '2026-08-30T07:15:00+07:00', 'target_id': 'google', 'rtt_ms': 44.313, 'rtt_min_ms': 42.76, 'rtt_max_ms': 46.124, 'jitter_ms': 1.347, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 37.429, 'tcp_connect_ms': 58.063, 'tls_handshake_ms': 85.134, 'ttfb_ms': 172.124, 'http_latency_ms': 456.301, 'http_status_code': 200}
2026-08-30 07:15:30,000 [INFO] Da ghi: {'timestamp': '2026-08-30T07:15:30+07:00', 'target_id': 'google', 'rtt_ms': 45.795, 'rtt_min_ms': 44.996, 'rtt_max_ms': 46.981, 'jitter_ms': 1.084, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 36.661, 'tcp_connect_ms': 54.662, 'tls_handshake_ms': 97.028, 'ttfb_ms': 178.406, 'http_latency_ms': 491.277, 'http_status_code': 200}
2026-08-30 07:16:00,000 [INFO] Da ghi: {'timestamp': '2026-08-30T07:16:00+07:00', 'target_id': 'google', 'rtt_ms': 45.171, 'rtt_min_ms': 44.691, 'rtt_max_ms': 45.71, 'jitter_ms': 0.555, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 45.072, 'tcp_connect_ms': 58.37, 'tls_handshake_ms': 96.542, 'ttfb_ms': 160.447, 'http_latency_ms': 489.261, 'http_status_code': 200}
2026-08-30 07:16:30,000 [INFO] Da ghi: {'timestamp': '2026-08-30T07:16:30+07:00', 'target_id': 'google', 'rtt_ms': 44.873, 'rtt_min_ms': 43.276, 'rtt_max_ms': 46.115, 'jitter_ms': 1.187, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 43.214, 'tcp_connect_ms': 62.198, 'tls_handshake_ms': 89.153, 'ttfb_ms': 165.678, 'http_latency_ms': 483.476, 'http_status_code': 200}
2026-08-30 07:17:00,000 [INFO] Da ghi: {'timestamp': '2026-08-30T07:17:00+07:00', 'target_id': 'google', 'rtt_ms': 44.063, 'rtt_min_ms': 42.915, 'rtt_max_ms': 44.911, 'jitter_ms': 1.079, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 34.613, 'tcp_connect_ms': 57.938, 'tls_handshake_ms': 107.26, 'ttfb_ms': 182.548, 'http_latency_ms': 516.635, 'http_status_code': 200}
2026-08-30 07:17:30,000 [INFO] Da ghi: {'timestamp': '2026-08-30T07:17:30+07:00', 'target_id': 'google', 'rtt_ms': 44.402, 'rtt_min_ms': 43.526, 'rtt_max_ms': 45.071, 'jitter_ms': 1.334, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 39.935, 'tcp_connect_ms': 48.923, 'tls_handshake_ms': 89.231, 'ttfb_ms': 147.472, 'http_latency_ms': 458.877, 'http_status_code': 200}
2026-08-30 07:18:00,000 [INFO] Da ghi: {'timestamp': '2026-08-30T07:18:00+07:00', 'target_id': 'google', 'rtt_ms': 43.714, 'rtt_min_ms': 42.723, 'rtt_max_ms': 44.584, 'jitter_ms': 1.459, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 45.239, 'tcp_connect_ms': 49.094, 'tls_handshake_ms': 93.297, 'ttfb_ms': 163.84, 'http_latency_ms': 486.872, 'http_status_code': 200}
2026-08-30 07:18:30,000 [INFO] Da ghi: {'timestamp': '2026-08-30T07:18:30+07:00', 'target_id': 'google', 'rtt_ms': 43.851, 'rtt_min_ms': 43.397, 'rtt_max_ms': 44.657, 'jitter_ms': 0.723, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 42.596, 'tcp_connect_ms': 65.064, 'tls_handshake_ms': 93.272, 'ttfb_ms': 165.188, 'http_latency_ms': 484.79, 'http_status_code': 200}
2026-08-30 07:19:00,000 [INFO] Da ghi: {'timestamp': '2026-08-30T07:19:00+07:00', 'target_id': 'google', 'rtt_ms': 44.129, 'rtt_min_ms': 43.021, 'rtt_max_ms': 44.825, 'jitter_ms': 1.04, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 40.96, 'tcp_connect_ms': 49.091, 'tls_handshake_ms': 94.669, 'ttfb_ms': 150.874, 'http_latency_ms': 479.444, 'http_status_code': 200}
2026-08-30 07:19:30,000 [INFO] Da ghi: {'timestamp': '2026-08-30T07:19:30+07:00', 'target_id': 'google', 'rtt_ms': 43.51, 'rtt_min_ms': 42.683, 'rtt_max_ms': 44.221, 'jitter_ms': 0.747, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 33.986, 'tcp_connect_ms': 56.707, 'tls_handshake_ms': 77.465, 'ttfb_ms': 182.704, 'http_latency_ms': 458.135, 'http_status_code': 200}
2026-08-30 07:20:00,000 [INFO] Da ghi: {'timestamp': '2026-08-30T07:20:00+07:00', 'target_id': 'google', 'rtt_ms': 44.185, 'rtt_min_ms': 43.701, 'rtt_max_ms': 44.684, 'jitter_ms': 0.528, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 43.431, 'tcp_connect_ms': 52.14, 'tls_handshake_ms': 92.964, 'ttfb_ms': 189.915, 'http_latency_ms': 495.931, 'http_status_code': 200}
2026-08-30 07:20:30,000 [INFO] Da ghi: {'timestamp': '2026-08-30T07:20:30+07:00', 'target_id': 'google', 'rtt_ms': 44.954, 'rtt_min_ms': 44.22, 'rtt_max_ms': 46.353, 'jitter_ms': 0.864, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 33.088, 'tcp_connect_ms': 60.827, 'tls_handshake_ms': 95.027, 'ttfb_ms': 187.26, 'http_latency_ms': 484.066, 'http_status_code': 200}
2026-08-30 07:21:00,000 [INFO] Da ghi: {'timestamp': '2026-08-30T07:21:00+07:00', 'target_id': 'google', 'rtt_ms': 44.841, 'rtt_min_ms': 43.629, 'rtt_max_ms': 46.326, 'jitter_ms': 1.892, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 40.044, 'tcp_connect_ms': 51.634, 'tls_handshake_ms': 77.366, 'ttfb_ms': 147.887, 'http_latency_ms': 419.484, 'http_status_code': 200}
2026-08-30 07:21:30,000 [INFO] Da ghi: {'timestamp': '2026-08-30T07:21:30+07:00', 'target_id': 'google', 'rtt_ms': 45.362, 'rtt_min_ms': 44.874, 'rtt_max_ms': 46.328, 'jitter_ms': 0.869, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 46.434, 'tcp_connect_ms': 51.986, 'tls_handshake_ms': 88.474, 'ttfb_ms': 170.866, 'http_latency_ms': 458.117, 'http_status_code': 200}
2026-08-30 07:22:00,000 [INFO] Da ghi: {'timestamp': '2026-08-30T07:22:00+07:00', 'target_id': 'google', 'rtt_ms': 44.862, 'rtt_min_ms': 44.472, 'rtt_max_ms': 45.166, 'jitter_ms': 0.347, 'n_sent': 4, 'n_received': 3, 'loss_rate': 0.25, 'dns_latency_ms': 28.54, 'tcp_connect_ms': 44.932, 'tls_handshake_ms': 87.361, 'ttfb_ms': 167.446, 'http_latency_ms': 464.716, 'http_status_code': 200}
2026-08-30 07:22:30,000 [INFO] Da ghi: {'timestamp': '2026-08-30T07:22:30+07:00', 'target_id': 'google', 'rtt_ms': 44.728, 'rtt_min_ms': 44.098, 'rtt_max_ms': 45.359, 'jitter_ms': 0.756, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 44.907, 'tcp_connect_ms': 53.748, 'tls_handshake_ms': 77.34, 'ttfb_ms': 179.18, 'http_latency_ms': 481.147, 'http_status_code': 200}
2026-08-30 07:23:00,000 [INFO] Da ghi: {'timestamp': '2026-08-30T07:23:00+07:00', 'target_id': 'google', 'rtt_ms': 44.68, 'rtt_min_ms': 44.117, 'rtt_max_ms': 45.916, 'jitter_ms': 0.6, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 31.766, 'tcp_connect_ms': 62.454, 'tls_handshake_ms': 96.326, 'ttfb_ms': 154.832, 'http_latency_ms': 478.699, 'http_status_code': 200}
2026-08-30 07:23:30,000 [INFO] Da ghi: {'timestamp': '2026-08-30T07:23:30+07:00', 'target_id': 'google', 'rtt_ms': 45.293, 'rtt_min_ms': 44.657, 'rtt_max_ms': 45.822, 'jitter_ms': 0.63, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 50.433, 'tcp_connect_ms': 58.542, 'tls_handshake_ms': 85.351, 'ttfb_ms': 158.107, 'http_latency_ms': 453.965, 'http_status_code': 200}
2026-08-30 07:24:00,000 [INFO] Da ghi: {'timestamp': '2026-08-30T07:24:00+07:00', 'target_id': 'google', 'rtt_ms': 46.807, 'rtt_min_ms': 45.788, 'rtt_max_ms': 47.645, 'jitter_ms': 0.81, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 50.765, 'tcp_connect_ms': 61.598, 'tls_handshake_ms': 92.478, 'ttfb_ms': 174.041, 'http_latency_ms': 499.82, 'http_status_code': 200}
2026-08-30 07:24:30,000 [INFO] Da ghi: {'timestamp': '2026-08-30T07:24:30+07:00', 'target_id': 'google', 'rtt_ms': 45.66, 'rtt_min_ms': 44.84, 'rtt_max_ms': 46.819, 'jitter_ms': 0.755, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 23.124, 'tcp_connect_ms': 60.073, 'tls_handshake_ms': 94.054, 'ttfb_ms': 161.235, 'http_latency_ms': 493.408, 'http_status_code': 200}
2026-08-30 07:25:00,000 [INFO] Da ghi: {'timestamp': '2026-08-30T07:25:00+07:00', 'target_id': 'google', 'rtt_ms': 46.92, 'rtt_min_ms': 46.529, 'rtt_max_ms': 47.859, 'jitter_ms': 0.94, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 55.474, 'tcp_connect_ms': 63.858, 'tls_handshake_ms': 106.303, 'ttfb_ms': 178.188, 'http_latency_ms': 520.46, 'http_status_code': 200}
2026-08-30 07:25:30,000 [INFO] Da ghi: {'timestamp': '2026-08-30T07:25:30+07:00', 'target_id': 'google', 'rtt_ms': 45.017, 'rtt_min_ms': 44.811, 'rtt_max_ms': 45.229, 'jitter_ms': 0.395, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 49.882, 'tcp_connect_ms': 49.792, 'tls_handshake_ms': 94.816, 'ttfb_ms': 170.524, 'http_latency_ms': 481.311, 'http_status_code': 200}
2026-08-30 07:26:00,000 [INFO] Da ghi: {'timestamp': '2026-08-30T07:26:00+07:00', 'target_id': 'google', 'rtt_ms': 45.272, 'rtt_min_ms': 45.006, 'rtt_max_ms': 45.413, 'jitter_ms': 0.136, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 37.141, 'tcp_connect_ms': 60.37, 'tls_handshake_ms': 104.905, 'ttfb_ms': 152.883, 'http_latency_ms': 471.754, 'http_status_code': 200}
2026-08-30 07:26:30,000 [INFO] Da ghi: {'timestamp': '2026-08-30T07:26:30+07:00', 'target_id': 'google', 'rtt_ms': 45.625, 'rtt_min_ms': 45.43, 'rtt_max_ms': 45.817, 'jitter_ms': 0.339, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 40.983, 'tcp_connect_ms': 61.296, 'tls_handshake_ms': 108.524, 'ttfb_ms': 178.344, 'http_latency_ms': 494.058, 'http_status_code': 200}
2026-08-30 07:27:00,000 [INFO] Da ghi: {'timestamp': '2026-08-30T07:27:00+07:00', 'target_id': 'google', 'rtt_ms': 44.431, 'rtt_min_ms': 42.568, 'rtt_max_ms': 46.708, 'jitter_ms': 2.86, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 57.484, 'tcp_connect_ms': 57.062, 'tls_handshake_ms': 97.083, 'ttfb_ms': 178.804, 'http_latency_ms': 499.297, 'http_status_code': 200}
2026-08-30 07:27:30,000 [INFO] Da ghi: {'timestamp': '2026-08-30T07:27:30+07:00', 'target_id': 'google', 'rtt_ms': 44.658, 'rtt_min_ms': 43.622, 'rtt_max_ms': 45.746, 'jitter_ms': 1.256, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 39.666, 'tcp_connect_ms': 59.823, 'tls_handshake_ms': 88.533, 'ttfb_ms': 146.868, 'http_latency_ms': 466.082, 'http_status_code': 200}
2026-08-30 07:28:00,000 [INFO] Da ghi: {'timestamp': '2026-08-30T07:28:00+07:00', 'target_id': 'google', 'rtt_ms': 44.12, 'rtt_min_ms': 43.101, 'rtt_max_ms': 44.686, 'jitter_ms': 0.588, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 52.504, 'tcp_connect_ms': 60.768, 'tls_handshake_ms': 92.083, 'ttfb_ms': 155.865, 'http_latency_ms': 485.884, 'http_status_code': 200}
2026-08-30 07:28:30,000 [INFO] Da ghi: {'timestamp': '2026-08-30T07:28:30+07:00', 'target_id': 'google', 'rtt_ms': 43.474, 'rtt_min_ms': 43.162, 'rtt_max_ms': 43.892, 'jitter_ms': 0.464, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 37.659, 'tcp_connect_ms': 62.005, 'tls_handshake_ms': 96.033, 'ttfb_ms': 162.76, 'http_latency_ms': 445.578, 'http_status_code': 200}
2026-08-30 07:29:00,000 [INFO] Da ghi: {'timestamp': '2026-08-30T07:29:00+07:00', 'target_id': 'google', 'rtt_ms': 43.992, 'rtt_min_ms': 42.462, 'rtt_max_ms': 45.663, 'jitter_ms': 2.681, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 36.526, 'tcp_connect_ms': 41.775, 'tls_handshake_ms': 96.665, 'ttfb_ms': 152.295, 'http_latency_ms': 465.187, 'http_status_code': 200}
2026-08-30 07:29:30,000 [INFO] Da ghi: {'timestamp': '2026-08-30T07:29:30+07:00', 'target_id': 'google', 'rtt_ms': 44.004, 'rtt_min_ms': 42.385, 'rtt_max_ms': 44.986, 'jitter_ms': 1.838, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 46.325, 'tcp_connect_ms': 51.472, 'tls_handshake_ms': 94.846, 'ttfb_ms': 173.192, 'http_latency_ms': 452.071, 'http_status_code': 200}
2026-08-30 07:30:00,000 [INFO] Da ghi: {'timestamp': '2026-08-30T07:30:00+07:00', 'target_id': 'google', 'rtt_ms': 43.085, 'rtt_min_ms': 42.015, 'rtt_max_ms': 43.967, 'jitter_ms': 1.131, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 39.387, 'tcp_connect_ms': 56.67, 'tls_handshake_ms': 81.033, 'ttfb_ms': 157.071, 'http_latency_ms': 486.412, 'http_status_code': 200}
2026-08-30 07:30:30,000 [INFO] Da ghi: {'timestamp': '2026-08-30T07:30:30+07:00', 'target_id': 'google', 'rtt_ms': 43.554, 'rtt_min_ms': 42.513, 'rtt_max_ms': 44.345, 'jitter_ms': 0.891, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 45.594, 'tcp_connect_ms': 70.336, 'tls_handshake_ms': 90.441, 'ttfb_ms': 150.214, 'http_latency_ms': 485.189, 'http_status_code': 200}
2026-08-30 07:31:00,000 [INFO] Da ghi: {'timestamp': '2026-08-30T07:31:00+07:00', 'target_id': 'google', 'rtt_ms': 43.727, 'rtt_min_ms': 43.659, 'rtt_max_ms': 43.796, 'jitter_ms': 0.096, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 45.257, 'tcp_connect_ms': 53.47, 'tls_handshake_ms': 73.134, 'ttfb_ms': 164.955, 'http_latency_ms': 452.288, 'http_status_code': 200}
2026-08-30 07:31:30,000 [INFO] Da ghi: {'timestamp': '2026-08-30T07:31:30+07:00', 'target_id': 'google', 'rtt_ms': 43.929, 'rtt_min_ms': 42.934, 'rtt_max_ms': 45.159, 'jitter_ms': 0.972, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 44.427, 'tcp_connect_ms': 46.094, 'tls_handshake_ms': 95.79, 'ttfb_ms': 167.877, 'http_latency_ms': 468.601, 'http_status_code': 200}
2026-08-30 07:32:00,000 [INFO] Da ghi: {'timestamp': '2026-08-30T07:32:00+07:00', 'target_id': 'google', 'rtt_ms': 43.167, 'rtt_min_ms': 42.28, 'rtt_max_ms': 44.18, 'jitter_ms': 1.215, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 40.419, 'tcp_connect_ms': 51.231, 'tls_handshake_ms': 92.978, 'ttfb_ms': 156.43, 'http_latency_ms': 438.327, 'http_status_code': 200}
2026-08-30 07:32:30,000 [INFO] Da ghi: {'timestamp': '2026-08-30T07:32:30+07:00', 'target_id': 'google', 'rtt_ms': 44.763, 'rtt_min_ms': 44.256, 'rtt_max_ms': 45.742, 'jitter_ms': 0.964, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 40.975, 'tcp_connect_ms': 60.2, 'tls_handshake_ms': 84.786, 'ttfb_ms': 165.946, 'http_latency_ms': 493.704, 'http_status_code': 200}
